Gene	sgRNA	mock_day12|beta	mock_day12|z	mock_day12|p-value	mock_day12|fdr	mock_day12|wald-p-value	mock_day12|wald-fdr	myci_Day12|beta	myci_Day12|z	myci_Day12|p-value	myci_Day12|fdr	myci_Day12|wald-p-value	myci_Day12|wald-fdr	z_Difference	beta_difference
Fam134b	5	0.13849	0.90895	0.32193	0.8317	0.36337	0.79954	0.11601	0.76151	0.42715	0.9106	0.44635	0.8012	-0.14744	-0.02248
Csrp1	5	-0.030469	-0.27038	0.96214	0.99926	0.78687	0.93966	-0.052943	-0.46986	0.94122	0.99668	0.63846	0.88034	-0.19948	-0.022474
Bche	5	0.082504	0.50262	0.50966	0.92305	0.61523	0.88449	0.060032	0.36572	0.63029	0.96907	0.71457	0.90644	-0.1369	-0.022472
Mob3c	5	-0.0052915	-0.029576	0.86339	0.99256	0.9764	0.99374	-0.027755	-0.15516	0.97164	0.99816	0.8767	0.96293	-0.125584	-0.0224635
Rrh	5	0.17581	1.0889	0.21717	0.72368	0.27618	0.77297	0.15337	0.95023	0.31001	0.83218	0.342	0.76237	-0.13867	-0.02244
Fer1l4	5	-0.17734	-0.95685	0.60537	0.95731	0.33864	0.78994	-0.19977	-1.0781	0.55097	0.95122	0.281	0.74728	-0.12125	-0.02243
Snx11	5	0.24926	1.2237	0.084977	0.48435	0.22108	0.75266	0.22684	1.1138	0.14139	0.62206	0.26536	0.7453	-0.1099	-0.02242
Hrh1	5	0.032812	0.15609	0.71136	0.97819	0.87596	0.96527	0.010408	0.04952	0.82609	0.99168	0.96051	0.98885	-0.10657	-0.022404
Card14	5	-0.052369	-0.48087	0.96342	0.99926	0.63061	0.89165	-0.07476	-0.68661	0.8694	0.99376	0.49233	0.82206	-0.20574	-0.022391
Zfand4	5	0.22666	1.4967	0.11657	0.56094	0.13446	0.67473	0.2043	1.3491	0.181	0.68976	0.1773	0.71108	-0.1476	-0.02236
Sfmbt2	5	0.13518	0.66793	0.33082	0.83829	0.50418	0.84946	0.11282	0.55752	0.43799	0.9145	0.57717	0.85594	-0.11041	-0.02236
Gm1123	5	0.22593	0.88237	0.11745	0.56109	0.37758	0.80278	0.20361	0.79523	0.18249	0.69226	0.42648	0.79404	-0.08714	-0.02232
Cpox	5	0.0073714	0.080077	0.81535	0.99117	0.93618	0.98264	-0.01494	-0.16231	0.92073	0.99429	0.87106	0.96121	-0.242387	-0.0223114
Olfr745	5	0.29052	1.1172	0.046599	0.36349	0.2639	0.76768	0.26821	1.0315	0.08693	0.50402	0.30231	0.7521	-0.0857	-0.02231
Cst11	5	0.04851	0.35445	0.64535	0.96443	0.72301	0.91789	0.026202	0.19153	0.76212	0.98712	0.84811	0.95492	-0.16292	-0.022308
Olfr1053	2	0.21342	0.92965	0.36632	0.85779	0.35255	0.79422	0.19113	0.83257	0.44487	0.91882	0.40509	0.7867	-0.09708	-0.02229
Cnga1	5	-0.074404	-0.49234	0.8823	0.99329	0.62248	0.88859	-0.096678	-0.63981	0.80112	0.99167	0.5223	0.83471	-0.14747	-0.022274
Emc6	5	-0.64413	-2.4226	0.096023	0.51135	0.015412	0.16162	-0.6664	-2.5084	0.086519	0.50402	0.012128	0.12767	-0.0858	-0.02227
Fam111a	5	0.2468	1.0956	0.087957	0.4928	0.27324	0.77242	0.22453	0.99686	0.14447	0.62531	0.31883	0.75703	-0.09874	-0.02227
Spdye4c	5	0.0036201	0.044489	0.82917	0.99117	0.96451	0.98963	-0.018648	-0.2292	0.93614	0.99612	0.81872	0.94432	-0.273689	-0.0222681
Chrnb1	5	0.17175	0.73161	0.22724	0.73611	0.4644	0.83506	0.14949	0.63693	0.32126	0.84204	0.52417	0.83586	-0.09468	-0.02226
Dennd4c	5	-0.11579	-0.67229	0.7576	0.9836	0.5014	0.84819	-0.13803	-0.80157	0.68809	0.97931	0.4228	0.79266	-0.12928	-0.02224
Hoxb5	5	0.29998	1.0873	0.040588	0.33847	0.2769	0.77297	0.27777	1.0069	0.077117	0.4747	0.31398	0.75486	-0.0804	-0.02221
Stam	5	0.026883	0.19078	0.73443	0.9798	0.8487	0.95669	0.0046804	0.033217	0.84808	0.99376	0.9735	0.99314	-0.157563	-0.0222026
Dnlz	5	-2.0184	-4.4486	5.14E-05	0.0028249	8.64E-06	0.00045353	-2.0406	-4.5013	0	0	6.75E-06	0.00040947	-0.0527	-0.0222
Klra2	5	0.22981	1.4653	0.11149	0.54978	0.14284	0.6888	0.20763	1.3239	0.17484	0.67963	0.18554	0.71872	-0.1414	-0.02218
Setd5	5	-0.27094	-1.7647	0.43624	0.89269	0.077608	0.53585	-0.29307	-1.9096	0.39781	0.8957	0.056188	0.43957	-0.1449	-0.02213
Zfyve1	5	0.22741	1.4305	0.11524	0.55782	0.15257	0.70426	0.2053	1.2922	0.179	0.68621	0.19629	0.7266	-0.1383	-0.02211
Klhdc8a	5	0.098557	1.0332	0.4514	0.89999	0.30149	0.78248	0.076457	0.80158	0.56633	0.95611	0.4228	0.79266	-0.23162	-0.0221
Lsm5	5	-1.1548	-3.4646	0.0080148	0.1215	0.00053093	0.01046	-1.1769	-3.5339	0.0073983	0.11374	0.00040949	0.0081164	-0.0693	-0.0221
Ephb3	5	0.11549	0.45756	0.39283	0.87051	0.64727	0.89667	0.093415	0.37021	0.50324	0.93473	0.71123	0.90573	-0.08735	-0.022075
Kcnk9	5	-0.009219	-0.061359	0.87978	0.99329	0.95107	0.98617	-0.031285	-0.20825	0.98397	0.99891	0.83503	0.95035	-0.146891	-0.022066
Dpp6	5	0.10393	0.64328	0.43352	0.89269	0.52004	0.85179	0.081892	0.50695	0.54629	0.94998	0.61219	0.87188	-0.13633	-0.022038
Mbd3l2	5	0.011896	0.15504	0.79799	0.99117	0.87679	0.96548	-0.010136	-0.13211	0.90259	0.99417	0.8949	0.96869	-0.28715	-0.022032
Lynx1	5	-0.072444	-0.59405	0.8898	0.99477	0.55248	0.86377	-0.094466	-0.77481	0.80713	0.99168	0.43845	0.79854	-0.18076	-0.022022
Mrpl28	5	-0.96898	-2.688	0.020294	0.22584	0.007188	0.08578	-0.991	-2.7517	0.019112	0.22143	0.0059282	0.070144	-0.0637	-0.02202
Ift80	5	-0.02047	-0.18708	0.92437	0.99823	0.8516	0.95789	-0.042483	-0.38829	0.97477	0.99816	0.6978	0.90097	-0.20121	-0.022013
Cldn34c4	5	0.31361	1.3072	0.033189	0.30103	0.19114	0.73113	0.29161	1.2156	0.063296	0.42645	0.22415	0.72932	-0.0916	-0.022
Pithd1	5	0.047879	0.24541	0.64843	0.96476	0.80614	0.94459	0.025923	0.13302	0.76341	0.98712	0.89418	0.96857	-0.11239	-0.021956
Fam47c	5	0.16109	1.4862	0.25658	0.77438	0.13723	0.68069	0.13916	1.2839	0.35239	0.86505	0.19917	0.7266	-0.2023	-0.02193
Ggact	5	0.15886	1.1365	0.26223	0.77912	0.25575	0.76455	0.13697	0.98011	0.35959	0.86923	0.32703	0.75948	-0.15639	-0.02189
Herc1	5	0.078114	0.58859	0.52651	0.92945	0.55613	0.86392	0.056251	0.42386	0.64488	0.97227	0.67167	0.89265	-0.16473	-0.021863
Pcdha2	5	-0.062682	-0.45359	0.92591	0.9984	0.65012	0.89694	-0.084543	-0.61184	0.83714	0.99168	0.54065	0.84418	-0.15825	-0.021861
Artn	5	0.12765	0.50476	0.35327	0.84882	0.61373	0.88375	0.10579	0.41841	0.46208	0.92461	0.67565	0.89455	-0.08635	-0.02186
Odf3l1	5	0.12357	0.698	0.36699	0.85779	0.48518	0.84239	0.10174	0.57474	0.47503	0.92688	0.56547	0.85113	-0.12326	-0.02183
Phf6	5	-0.10231	-0.67707	0.79937	0.99117	0.49836	0.84708	-0.12413	-0.82149	0.72339	0.98287	0.41137	0.78759	-0.14442	-0.02182
Sprr2f	4	0.043436	0.26575	0.72082	0.97826	0.79043	0.94061	0.021633	0.13237	0.82748	0.99168	0.89469	0.96869	-0.13338	-0.021803
Nutf2	1	-1.9965	-1.6365	0.051839	0.37958	0.10174	0.61737	-2.0183	-1.6544	0.04927	0.37889	0.098054	0.60473	-0.0179	-0.0218
Qdpr	5	0.12239	0.64717	0.37017	0.85844	0.51752	0.85098	0.1006	0.53216	0.47873	0.92759	0.59462	0.86408	-0.11501	-0.02179
C2cd4d	5	-0.42375	-1.3644	0.25277	0.76875	0.17243	0.72336	-0.44554	-1.436	0.22806	0.74802	0.15101	0.69355	-0.0716	-0.02179
Prdm10	5	-0.79847	-2.6964	0.044955	0.35729	0.0070091	0.084422	-0.82025	-2.771	0.040382	0.34338	0.005589	0.06678	-0.0746	-0.02178
Rapsn	5	0.018883	0.13418	0.76875	0.98617	0.89326	0.97017	-0.0028964	-0.020583	0.87608	0.99376	0.98358	0.99545	-0.154763	-0.0217794
Luzp2	5	-0.061166	-0.50781	0.93121	0.99926	0.61158	0.88331	-0.082942	-0.68897	0.8414	0.99237	0.49084	0.82156	-0.18116	-0.021776
Ctse	5	-0.036269	-0.32063	0.98305	0.99969	0.74849	0.928	-0.058034	-0.51309	0.92376	0.99524	0.60789	0.87021	-0.19246	-0.021765
Ankrd26	5	-0.10764	-0.81328	0.78165	0.98858	0.41606	0.81689	-0.12933	-0.97719	0.70864	0.97994	0.32847	0.75948	-0.16391	-0.02169
Osbpl10	5	-0.066915	-0.57483	0.9105	0.99747	0.5654	0.86626	-0.0886	-0.76136	0.82465	0.99168	0.44644	0.8012	-0.18653	-0.021685
Apoa2	5	0.0848	1.097	0.50087	0.9203	0.27265	0.77189	0.063134	0.81675	0.61899	0.96691	0.41407	0.78837	-0.28025	-0.021666
Mex3b	5	-0.014497	-0.073346	0.90028	0.99676	0.94153	0.98463	-0.036109	-0.18283	0.99846	0.99974	0.85493	0.95621	-0.109484	-0.021612
Fbp1	5	0.080773	0.54974	0.51649	0.92663	0.5825	0.87257	0.059162	0.40272	0.63389	0.97027	0.68716	0.89733	-0.14702	-0.021611
Rbak	5	0.1602	1.2023	0.25925	0.77652	0.22926	0.75619	0.13865	1.0406	0.35404	0.86603	0.29806	0.75095	-0.1617	-0.02155
Zfp13	5	0.18922	1.6158	0.18557	0.6806	0.10614	0.62909	0.16767	1.4319	0.26947	0.79413	0.15217	0.69541	-0.1839	-0.02155
Cdh1	5	0.16296	1.0098	0.25036	0.76463	0.31259	0.7836	0.14143	0.87644	0.34628	0.86094	0.38079	0.77845	-0.13336	-0.02153
H2-K1	5	0.36973	1.5551	0.012228	0.16301	0.11992	0.65401	0.3482	1.4647	0.030826	0.29317	0.14299	0.68636	-0.0904	-0.02153
P2ry2	5	-0.046361	-0.28717	0.98351	0.99969	0.77398	0.93552	-0.067873	-0.42061	0.89077	0.99417	0.67404	0.89376	-0.13344	-0.021512
Harbi1	5	0.042239	0.2858	0.67232	0.97301	0.77503	0.93552	0.020728	0.14028	0.7836	0.98795	0.88844	0.96601	-0.14552	-0.021511
Scaper	5	0.45824	1.8069	0.002312	0.051724	0.070776	0.50717	0.43674	1.7221	0.00709	0.11253	0.085046	0.56183	-0.0848	-0.0215
Olfr934	5	-0.037238	-0.2302	0.98685	0.99969	0.81793	0.94843	-0.058729	-0.36306	0.92103	0.99429	0.71656	0.90724	-0.13286	-0.021491
Irf2bp2	5	-0.12996	-0.69831	0.71892	0.97826	0.48499	0.84238	-0.15143	-0.81393	0.6547	0.97551	0.41568	0.78873	-0.11562	-0.02147
Pus1	5	-0.10993	-0.49509	0.77415	0.98716	0.62053	0.88715	-0.1314	-0.59184	0.70289	0.97931	0.55396	0.84791	-0.09675	-0.02147
Kctd8	5	0.1134	1.2505	0.39992	0.87608	0.21111	0.74369	0.091932	1.0139	0.50904	0.93696	0.31065	0.75445	-0.2366	-0.021468
Mrps18c	5	-0.80131	-2.8663	0.044287	0.35459	0.0041525	0.054612	-0.82276	-2.9445	0.03992	0.34034	0.0032345	0.042944	-0.0782	-0.02145
Ppp3cc	5	0.15808	1.0511	0.26413	0.78107	0.29321	0.78077	0.13663	0.90857	0.36108	0.87045	0.36358	0.77055	-0.14253	-0.02145
Pus7	5	-0.78348	-2.8275	0.048346	0.36887	0.0046915	0.060434	-0.80489	-2.9053	0.043516	0.35738	0.0036695	0.047395	-0.0778	-0.02141
Rps8	2	-2.4501	-3.5442	0.0017468	0.043202	0.00039374	0.0081442	-2.4715	-3.5804	0.0012844	0.03655	0.00034306	0.0071035	-0.0362	-0.0214
Stard13	5	0.19477	1.1426	0.1736	0.65977	0.25319	0.76406	0.17338	1.0173	0.2536	0.77635	0.30902	0.75445	-0.1253	-0.02139
Dkk2	5	0.1462	1.0512	0.29901	0.81033	0.29317	0.78077	0.12483	0.89755	0.39843	0.8957	0.36943	0.77309	-0.15365	-0.02137
Gpsm1	5	-0.13085	-0.76795	0.71625	0.97826	0.44252	0.82684	-0.15222	-0.89351	0.65264	0.97551	0.37159	0.77448	-0.12556	-0.02137
Hn1	5	-0.22933	-1.1645	0.50596	0.92115	0.24423	0.76233	-0.25069	-1.2732	0.46347	0.92484	0.20294	0.7266	-0.1087	-0.02136
Slc7a8	5	-0.14581	-0.85128	0.67766	0.97447	0.39462	0.80835	-0.16715	-0.97624	0.6174	0.96656	0.32894	0.75948	-0.12496	-0.02134
Eci2	5	0.039813	0.28621	0.68367	0.9751	0.77472	0.93552	0.018485	0.13289	0.79316	0.99026	0.89428	0.96857	-0.15332	-0.021328
Erbb4	5	0.14952	0.9971	0.28966	0.80325	0.31872	0.78516	0.12821	0.85501	0.38764	0.8866	0.39254	0.78384	-0.14209	-0.02131
Rpp21	5	-2.1585	-4.5841	0	0	4.56E-06	0.00028717	-2.1798	-4.6423	0	0	3.45E-06	0.00025119	-0.0582	-0.0213
Chaf1b	5	-1.6831	-4.2344	0.00056515	0.020333	2.29E-05	0.00091009	-1.7044	-4.2904	0.00046239	0.016981	1.78E-05	0.00080288	-0.056	-0.0213
Olfr1290	5	-0.10624	-0.9299	0.78622	0.98889	0.35242	0.79422	-0.12751	-1.1161	0.71429	0.98026	0.26438	0.7453	-0.1862	-0.02127
Ly6k	5	-0.10359	-1.1243	0.79501	0.99117	0.26088	0.76606	-0.12485	-1.355	0.72107	0.9825	0.17541	0.71025	-0.2307	-0.02126
Paip2b	5	-0.32929	-1.6961	0.35522	0.84991	0.089874	0.58258	-0.35055	-1.8061	0.32516	0.84603	0.070903	0.51251	-0.11	-0.02126
Nmt1	5	-0.19973	-1.4035	0.56119	0.94238	0.16046	0.71297	-0.22097	-1.5536	0.51141	0.93758	0.12029	0.65187	-0.1501	-0.02124
Dalrd3	5	-0.14303	-0.96794	0.68455	0.9751	0.33307	0.78808	-0.16425	-1.112	0.62336	0.96744	0.26615	0.74544	-0.14406	-0.02122
Mov10l1	5	0.14339	1.0795	0.30723	0.81817	0.28038	0.7768	0.12217	0.91979	0.40691	0.90186	0.35768	0.7681	-0.15971	-0.02122
Mif4gd	5	0.10342	0.70505	0.43501	0.89269	0.48078	0.84118	0.082213	0.56052	0.54506	0.9491	0.57512	0.85508	-0.14453	-0.021207
Snip1	5	-1.3703	-3.6136	0.0025688	0.055006	0.00030194	0.0066181	-1.3915	-3.6718	0.0021578	0.048894	0.00024082	0.0054002	-0.0582	-0.0212
Zscan2	5	0.11643	0.94338	0.38903	0.86737	0.34549	0.79326	0.095245	0.77175	0.49702	0.93262	0.44026	0.79876	-0.17163	-0.021185
Mlx	5	0.086575	0.62483	0.49419	0.91763	0.53209	0.85654	0.065393	0.47197	0.61005	0.96568	0.63695	0.88015	-0.15286	-0.021182
Dnah5	5	-0.0061099	-0.05031	0.86699	0.99324	0.95987	0.98883	-0.027262	-0.22449	0.9701	0.99816	0.82237	0.94563	-0.17418	-0.0211521
Slc35b3	5	0.1169	0.62707	0.38712	0.86599	0.53061	0.85637	0.095749	0.51378	0.49548	0.93262	0.60741	0.87016	-0.11329	-0.021151
Abi2	5	0.11179	0.27482	0.40511	0.87788	0.78345	0.93849	0.090658	0.22298	0.51392	0.93837	0.82355	0.94615	-0.05184	-0.021132
Olfr120	2	0.24515	0.84886	0.2965	0.808	0.39596	0.8095	0.22402	0.77576	0.36668	0.87378	0.43789	0.79827	-0.0731	-0.02113
Rhox2g	2	0.20943	0.54745	0.3749	0.86041	0.58407	0.87315	0.1883	0.49232	0.45284	0.92168	0.62249	0.87494	-0.05513	-0.02113
4-Sep	5	0.082714	1.1171	0.50879	0.92235	0.26394	0.76768	0.061593	0.83188	0.62428	0.96744	0.40548	0.7867	-0.28522	-0.021121
Myzap	5	0.39761	1.4065	0.0077065	0.1183	0.15959	0.71189	0.3765	1.3319	0.019626	0.22418	0.18291	0.71702	-0.0746	-0.02111
Tas2r102	5	0.19557	1.2476	0.17211	0.65802	0.21217	0.7445	0.17446	1.113	0.25057	0.77364	0.26573	0.74539	-0.1346	-0.02111
Wdfy4	5	-0.044245	-0.52608	0.98983	0.99969	0.59883	0.87881	-0.065311	-0.77659	0.8991	0.99417	0.4374	0.79805	-0.25051	-0.021066
Arhgef40	5	0.26854	1.3409	0.064427	0.42697	0.17996	0.72824	0.2475	1.236	0.11087	0.56112	0.21648	0.72877	-0.1049	-0.02104
Glipr1l1	5	0.054248	0.31169	0.62202	0.95958	0.75527	0.92966	0.033224	0.1909	0.73443	0.98379	0.8486	0.95495	-0.12079	-0.021024
Gnai2	5	-0.098741	-0.73746	0.80991	0.99117	0.46085	0.8348	-0.11976	-0.89448	0.73484	0.98379	0.37107	0.77448	-0.15702	-0.021019
Prr15l	5	0.015567	0.080165	0.78288	0.98858	0.93611	0.98264	-0.0054469	-0.028058	0.88666	0.99417	0.97762	0.99406	-0.108223	-0.0210139
Tor3a	5	0.15151	0.80919	0.28329	0.79807	0.41841	0.81694	0.1305	0.69705	0.38075	0.88432	0.48577	0.82048	-0.11214	-0.02101
Olfr345	3	0.12685	1.3498	0.49224	0.91715	0.17709	0.72625	0.10584	1.1262	0.58292	0.96153	0.26008	0.74324	-0.2236	-0.02101
Cobll1	5	0.32568	1.4093	0.027127	0.2687	0.15874	0.7118	0.30469	1.3187	0.054357	0.395	0.18727	0.72	-0.0906	-0.02099
Dnajc8	5	-0.90676	-2.9387	0.02723	0.26931	0.0032961	0.045404	-0.92774	-3.0075	0.024712	0.25805	0.0026342	0.036366	-0.0688	-0.02098
Cml5	5	0.14085	1.153	0.31402	0.82394	0.24891	0.76332	0.11988	0.98134	0.41405	0.90327	0.32643	0.75948	-0.17166	-0.02097
Olfr566	5	0.17237	1.5926	0.22565	0.7336	0.11124	0.63696	0.1514	1.399	0.31592	0.83611	0.16183	0.69986	-0.1936	-0.02097
Ppp1r35	5	-0.24224	-1.5807	0.48428	0.91622	0.11394	0.64322	-0.26321	-1.7176	0.44313	0.91697	0.085867	0.5633	-0.1369	-0.02097
Tas2r139	5	0.057957	0.23797	0.60856	0.95764	0.81191	0.94656	0.037007	0.15199	0.71912	0.98228	0.87919	0.9635	-0.08598	-0.02095
Gjb5	5	-0.12511	-0.85992	0.73145	0.97923	0.38983	0.80653	-0.14603	-1.0038	0.66769	0.97707	0.31547	0.75519	-0.14388	-0.02092
Olfr299	3	0.095672	0.33991	0.59618	0.95558	0.73393	0.92276	0.074754	0.26581	0.6866	0.97931	0.79039	0.93482	-0.0741	-0.020918
Jrkl	5	0.28284	1.0784	0.051737	0.37943	0.28087	0.77692	0.26193	0.99872	0.093917	0.52257	0.31793	0.75669	-0.07968	-0.02091
Serpina3a	5	0.22518	1.129	0.11868	0.56283	0.25888	0.76509	0.20428	1.0242	0.181	0.68976	0.30573	0.75394	-0.1048	-0.0209
Casq2	5	0.21041	0.84999	0.14159	0.60227	0.39533	0.80873	0.18951	0.76558	0.21126	0.72471	0.44393	0.80102	-0.08441	-0.0209
Nfic	5	0.10411	0.70359	0.43285	0.89262	0.48169	0.84176	0.08321	0.5624	0.54141	0.94844	0.57385	0.85476	-0.14119	-0.0209
Cnbd1	5	0.13013	0.97148	0.3469	0.84552	0.33131	0.78699	0.10924	0.8156	0.45088	0.9204	0.41473	0.7887	-0.15588	-0.02089
Hspbap1	5	0.23398	1.5579	0.10476	0.53475	0.11926	0.65369	0.21309	1.4188	0.1641	0.66137	0.15597	0.69811	-0.1391	-0.02089
Tas2r109	5	0.12875	0.70182	0.35044	0.84659	0.48279	0.84233	0.10789	0.58818	0.45551	0.92316	0.55641	0.84867	-0.11364	-0.02086
Rasgrf2	5	0.32211	1.8169	0.028925	0.27871	0.069233	0.50076	0.30128	1.6996	0.056771	0.40491	0.08921	0.57727	-0.1173	-0.02083
Gpr160	5	0.045007	0.31729	0.66132	0.96811	0.75103	0.92866	0.024181	0.17051	0.76973	0.98712	0.86461	0.95942	-0.14678	-0.020826
Gtsf1	5	-0.0074219	-0.067396	0.87279	0.99329	0.94627	0.98532	-0.028235	-0.25641	0.97349	0.99816	0.79764	0.93699	-0.189014	-0.0208131
1700028P14Rik	5	0.10621	0.91994	0.42597	0.88983	0.35761	0.79754	0.085412	0.73983	0.53232	0.94423	0.4594	0.80756	-0.18011	-0.020798
Spata13	5	0.14495	0.84518	0.30261	0.81432	0.39801	0.81119	0.12416	0.724	0.40017	0.89663	0.46907	0.81208	-0.12118	-0.02079
Wap	5	0.029069	0.21868	0.72621	0.97886	0.8269	0.9505	0.0082862	0.062351	0.83313	0.99168	0.95028	0.98627	-0.156329	-0.0207828
Gm815	5	-0.070424	-0.63864	0.89735	0.99601	0.52306	0.85347	-0.091205	-0.82713	0.81664	0.99168	0.40816	0.78673	-0.18849	-0.020781
Glis2	5	-0.086071	-0.53382	0.84613	0.99117	0.59346	0.87715	-0.10685	-0.66272	0.7724	0.9872	0.50751	0.8274	-0.1289	-0.020779
St7l	5	0.22871	1.5683	0.11334	0.55497	0.11682	0.6487	0.20795	1.426	0.17427	0.67949	0.15386	0.69767	-0.1423	-0.02076
4921507P07Rik	5	0.03176	0.2695	0.71604	0.97826	0.78755	0.9399	0.011	0.093342	0.82409	0.99168	0.92563	0.97888	-0.176158	-0.02076
Tmem52	5	-0.14778	-1.1061	0.67258	0.97316	0.2687	0.77169	-0.16853	-1.2616	0.6139	0.96568	0.20708	0.72817	-0.1555	-0.02075
Agfg2	5	0.1349	0.84975	0.33128	0.83829	0.39546	0.80888	0.11416	0.71919	0.43347	0.91339	0.47202	0.81374	-0.13056	-0.02074
Olfr655	5	0.017933	0.076086	0.77281	0.98669	0.93935	0.98404	-0.0028054	-0.011907	0.87572	0.99376	0.9905	0.99696	-0.087993	-0.0207384
Cav1	5	0.11629	0.47888	0.38944	0.86767	0.63202	0.89208	0.095564	0.39359	0.49599	0.93262	0.69389	0.89941	-0.08529	-0.020726
Pou5f1	5	0.20347	0.95138	0.15603	0.63181	0.34141	0.7915	0.18276	0.85535	0.22863	0.74828	0.39236	0.78384	-0.09603	-0.02071
Rbm17	5	-1.1814	-3.4097	0.0067818	0.1074	0.00065046	0.012316	-1.2021	-3.4743	0.0067818	0.10891	0.00051222	0.0097581	-0.0646	-0.0207
Crlf1	5	-0.035479	-0.21166	0.98037	0.99969	0.83237	0.95279	-0.056175	-0.33518	0.92977	0.99612	0.73749	0.91442	-0.12352	-0.020696
Olfr974	5	0.15391	0.81925	0.27605	0.79166	0.41264	0.81512	0.13324	0.70927	0.37089	0.87609	0.47816	0.81643	-0.10998	-0.02067
Ms4a3	5	0.09081	1.0349	0.48048	0.91543	0.30073	0.78248	0.070157	0.79955	0.59017	0.96243	0.42397	0.79325	-0.23535	-0.020653
Ccdc82	5	0.072692	0.75821	0.54814	0.93777	0.44833	0.82886	0.052084	0.54331	0.66215	0.97563	0.58692	0.86094	-0.2149	-0.020608
Dnajb7	5	-0.11025	-0.6097	0.77307	0.98682	0.54206	0.86057	-0.13085	-0.72368	0.70448	0.97931	0.46926	0.81218	-0.11398	-0.0206
Ttc9	5	0.35593	1.5318	0.016749	0.20413	0.12556	0.66564	0.33535	1.4433	0.036426	0.32198	0.14893	0.69004	-0.0885	-0.02058
Oas1d	5	0.14993	1.0964	0.28817	0.8026	0.2729	0.77206	0.12935	0.94597	0.38409	0.88548	0.34416	0.76352	-0.15043	-0.02058
Muc5b	5	0.16261	1.4485	0.25134	0.76641	0.14748	0.69545	0.14205	1.2654	0.34443	0.86004	0.20574	0.7278	-0.1831	-0.02056
Tubgcp6	5	-0.16223	-0.74038	0.63723	0.96388	0.45907	0.83432	-0.18279	-0.83431	0.5876	0.96243	0.40411	0.7867	-0.09393	-0.02056
Uprt	5	0.28152	1.3248	0.052559	0.37958	0.18523	0.72824	0.26098	1.2282	0.094842	0.52443	0.21935	0.72877	-0.0966	-0.02054
Tmem219	5	-2.96E-05	-0.00032412	0.8432	0.99117	0.99974	1	-0.020566	-0.22538	0.94518	0.99687	0.82168	0.94545	-0.22505588	-0.0205364
Vipr1	5	0.09691	0.44149	0.45782	0.90414	0.65886	0.89925	0.076379	0.34809	0.56694	0.95624	0.72777	0.91065	-0.0934	-0.020531
Klhl13	5	0.12097	0.99749	0.37536	0.86041	0.31853	0.78516	0.10046	0.82844	0.47909	0.92759	0.40742	0.78673	-0.16905	-0.02051
Cml2	5	0.33785	1.3556	0.022041	0.2381	0.17522	0.7261	0.31734	1.2734	0.047164	0.37302	0.20288	0.7266	-0.0822	-0.02051
Ak8	5	-0.0066496	-0.02776	0.8694	0.99329	0.97785	0.99409	-0.027097	-0.11322	0.96964	0.99816	0.90986	0.97454	-0.08546	-0.0204474
Cyp2d34	5	0.10077	0.86912	0.44313	0.89374	0.38478	0.80394	0.08034	0.6929	0.55246	0.95187	0.48837	0.82082	-0.17622	-0.02043
Aass	5	0.028738	0.11318	0.72714	0.97886	0.90989	0.97469	0.0083301	0.032811	0.83287	0.99168	0.97383	0.99314	-0.080369	-0.0204079
Pnrc1	5	0.054689	0.42341	0.62063	0.95923	0.672	0.90423	0.034302	0.26561	0.73048	0.98337	0.79054	0.93483	-0.1578	-0.020387
Neurod1	5	0.050788	0.27327	0.63635	0.96388	0.78464	0.93892	0.030416	0.16367	0.74491	0.9854	0.86999	0.96057	-0.1096	-0.020372
Sec16b	5	0.01055	0.057019	0.80353	0.99117	0.95453	0.98719	-0.0098126	-0.053054	0.90115	0.99417	0.95769	0.98829	-0.110073	-0.0203626
Krtap4-1	1	0.23883	0.91981	0.48027	0.91543	0.35767	0.79754	0.21847	0.8414	0.52769	0.9426	0.40012	0.78603	-0.07841	-0.02036
Ap3m2	5	0.024091	0.14621	0.74651	0.98236	0.88376	0.96794	0.0037603	0.022824	0.85214	0.99376	0.98179	0.99529	-0.123386	-0.0203307
Foxr2	5	0.022957	0.13988	0.7518	0.98305	0.88876	0.96892	0.0026491	0.016146	0.85645	0.99376	0.98712	0.99608	-0.123734	-0.0203079
Efemp2	5	-0.13579	-0.72349	0.70289	0.97702	0.46938	0.83634	-0.15609	-0.83221	0.64267	0.97135	0.40529	0.7867	-0.10872	-0.0203
Ramp1	5	0.046163	0.35111	0.65629	0.96636	0.7255	0.91887	0.025902	0.19717	0.76356	0.98712	0.84369	0.95297	-0.15394	-0.020261
Hoxa4	5	-0.022801	-0.1554	0.9329	0.99926	0.8765	0.96539	-0.043057	-0.29351	0.97313	0.99816	0.76913	0.92699	-0.13811	-0.020256
Ash2l	5	-0.81745	-3.2991	0.040485	0.33805	0.00096979	0.016899	-0.83769	-3.3811	0.037351	0.32557	0.00072184	0.012773	-0.082	-0.02024
Spaca4	5	-0.11005	-0.57353	0.77368	0.98716	0.56629	0.86635	-0.13029	-0.6797	0.70571	0.97939	0.4967	0.82489	-0.10617	-0.02024
N4bp2	5	0.12337	0.96309	0.36765	0.85779	0.3355	0.78808	0.10315	0.8054	0.47072	0.92608	0.42059	0.79148	-0.15769	-0.02022
